Week,None,D0,D1,D2,D3,D4,DSCI
2024-11-26,3.20,35.64,33.12,23.94,4.11,0.00,190
2024-11-19,3.15,35.46,31.00,24.54,5.86,0.00,195
2024-11-12,4.25,37.57,31.53,21.35,4.94,0.37,186
2024-11-05,6.35,37.09,36.69,13.23,5.96,0.67,177
2024-10-29,21.01,40.71,23.05,10.42,4.14,0.67,138
2024-10-22,36.05,34.69,17.58,6.87,4.14,0.67,110
2024-10-15,39.19,37.50,13.59,4.90,4.14,0.67,99
2024-10-08,41.17,37.40,12.32,4.30,4.14,0.67,95
2024-10-01,45.94,34.77,9.37,4.97,4.27,0.67,89
2024-09-24,40.98,39.15,6.94,3.57,7.37,1.98,103
2024-09-17,67.38,15.93,3.77,4.91,6.20,1.81,72
2024-09-10,75.72,8.29,3.31,5.39,6.41,0.89,61
2024-09-03,76.80,7.40,3.47,6.41,5.23,0.69,58
2024-08-27,77.85,6.85,3.09,7.28,4.25,0.69,55
2024-08-20,79.25,5.45,4.90,7.64,2.77,0.00,49
2024-08-13,77.80,6.90,6.06,8.45,0.78,0.00,47
2024-08-06,62.42,17.26,11.14,6.48,2.70,0.00,70
2024-07-30,60.02,19.18,12.02,6.07,2.70,0.00,72
2024-07-23,61.71,19.55,10.44,6.26,2.03,0.00,67
2024-07-16,61.64,18.98,10.31,7.33,1.73,0.00,69
2024-07-09,60.76,25.53,10.81,2.90,0.00,0.00,56
2024-07-02,62.28,25.49,10.85,1.38,0.00,0.00,51
2024-06-25,56.71,30.97,12.31,0.00,0.00,0.00,56
2024-06-18,69.45,29.68,0.87,0.00,0.00,0.00,31
2024-06-11,90.59,9.41,0.00,0.00,0.00,0.00,9
2024-06-04,90.41,9.31,0.28,0.00,0.00,0.00,10
2024-05-28,95.80,4.20,0.00,0.00,0.00,0.00,4
2024-05-21,96.27,3.73,0.00,0.00,0.00,0.00,4
2024-05-14,94.87,5.13,0.00,0.00,0.00,0.00,5
2024-05-07,97.48,2.52,0.00,0.00,0.00,0.00,3
2024-04-30,98.14,1.86,0.00,0.00,0.00,0.00,2
2024-04-23,98.11,1.89,0.00,0.00,0.00,0.00,2
2024-04-16,98.11,1.89,0.00,0.00,0.00,0.00,2
2024-04-09,97.42,2.09,0.49,0.00,0.00,0.00,3
2024-04-02,96.97,2.55,0.49,0.00,0.00,0.00,4
2024-03-26,97.54,1.98,0.49,0.00,0.00,0.00,3
2024-03-19,97.54,1.98,0.49,0.00,0.00,0.00,3
2024-03-12,97.41,2.10,0.49,0.00,0.00,0.00,3
2024-03-05,96.96,2.63,0.42,0.00,0.00,0.00,3
2024-02-27,97.07,2.72,0.21,0.00,0.00,0.00,3
2024-02-20,97.07,2.72,0.21,0.00,0.00,0.00,3
2024-02-13,97.00,2.75,0.23,0.02,0.00,0.00,3
2024-02-06,96.89,2.85,0.23,0.02,0.00,0.00,3
2024-01-30,96.89,2.85,0.19,0.07,0.00,0.00,3
2024-01-23,94.62,3.95,1.37,0.07,0.00,0.00,7
2024-01-16,94.58,3.99,1.37,0.07,0.00,0.00,7
2024-01-09,88.37,9.77,1.28,0.59,0.00,0.00,14
2024-01-02,87.20,10.30,1.83,0.67,0.00,0.00,16
2023-12-26,85.18,11.44,2.71,0.68,0.00,0.00,19
2023-12-19,83.93,12.68,2.71,0.68,0.00,0.00,20
2023-12-12,77.44,17.58,4.65,0.34,0.00,0.00,28
2023-12-05,74.67,18.88,5.74,0.71,0.00,0.00,32
2023-11-28,74.36,19.18,5.76,0.71,0.00,0.00,33
2023-11-21,72.02,20.39,6.87,0.71,0.00,0.00,36
2023-11-14,76.75,18.30,4.63,0.32,0.00,0.00,29
2023-11-07,79.11,17.45,3.17,0.27,0.00,0.00,25
2023-10-31,82.70,15.28,1.75,0.27,0.00,0.00,20
2023-10-24,83.24,14.73,1.76,0.27,0.00,0.00,19
2023-10-17,83.01,14.48,2.24,0.27,0.00,0.00,20
2023-10-10,83.24,14.30,2.20,0.27,0.00,0.00,20
2023-10-03,82.98,14.62,1.97,0.43,0.00,0.00,20
2023-09-26,88.48,10.08,1.36,0.08,0.00,0.00,13
2023-09-19,86.71,10.72,2.48,0.09,0.00,0.00,16
2023-09-12,92.77,4.84,2.30,0.09,0.00,0.00,10
2023-09-05,92.05,5.41,2.45,0.09,0.00,0.00,11
2023-08-29,91.45,6.27,2.26,0.02,0.00,0.00,11
2023-08-22,89.84,8.55,1.61,0.00,0.00,0.00,12
2023-08-15,90.48,7.42,2.10,0.00,0.00,0.00,12
2023-08-08,87.59,9.30,3.12,0.00,0.00,0.00,16
2023-08-01,85.77,10.68,2.96,0.59,0.00,0.00,18
2023-07-25,78.89,15.43,5.27,0.40,0.00,0.00,27
2023-07-18,71.91,18.96,8.56,0.57,0.00,0.00,38
2023-07-11,55.70,29.62,14.08,0.61,0.00,0.00,60
2023-07-04,39.60,40.75,18.53,1.11,0.00,0.00,81
2023-06-27,34.94,39.89,23.80,1.37,0.00,0.00,92
2023-06-20,28.52,37.35,32.61,1.52,0.00,0.00,107
2023-06-13,27.85,40.15,32.00,0.00,0.00,0.00,104
2023-06-06,32.32,47.42,20.27,0.00,0.00,0.00,88
2023-05-30,50.39,47.26,2.35,0.00,0.00,0.00,52
2023-05-23,86.86,12.74,0.40,0.00,0.00,0.00,14
2023-05-16,82.49,17.01,0.50,0.00,0.00,0.00,18
2023-05-09,87.37,12.12,0.51,0.00,0.00,0.00,13
2023-05-02,84.22,15.15,0.64,0.00,0.00,0.00,16
2023-04-25,72.19,21.66,6.15,0.00,0.00,0.00,34
2023-04-18,74.97,18.54,6.49,0.00,0.00,0.00,32
2023-04-11,82.24,15.41,2.35,0.00,0.00,0.00,20
2023-04-04,89.24,9.09,1.68,0.00,0.00,0.00,12
2023-03-28,92.34,6.36,1.30,0.00,0.00,0.00,9
2023-03-21,95.91,4.09,0.00,0.00,0.00,0.00,4
2023-03-14,98.29,1.71,0.00,0.00,0.00,0.00,2
2023-03-07,98.29,1.71,0.00,0.00,0.00,0.00,2
2023-02-28,94.27,5.73,0.00,0.00,0.00,0.00,6
2023-02-21,96.42,3.58,0.00,0.00,0.00,0.00,4
2023-02-14,96.04,3.96,0.00,0.00,0.00,0.00,4
2023-02-07,96.50,3.50,0.00,0.00,0.00,0.00,4
2023-01-31,96.83,2.97,0.21,0.00,0.00,0.00,3
2023-01-24,95.28,4.52,0.21,0.00,0.00,0.00,5
2023-01-17,94.05,5.74,0.21,0.00,0.00,0.00,6
2023-01-10,92.61,7.19,0.21,0.00,0.00,0.00,8
2023-01-03,90.64,9.16,0.21,0.00,0.00,0.00,10
2022-12-27,90.59,9.21,0.21,0.00,0.00,0.00,10
2022-12-20,90.49,8.07,1.44,0.00,0.00,0.00,11
2022-12-13,88.20,9.94,1.72,0.13,0.00,0.00,14
2022-12-06,89.03,8.94,1.89,0.13,0.00,0.00,13
2022-11-29,89.43,8.52,1.93,0.13,0.00,0.00,13
2022-11-22,89.68,8.34,1.85,0.13,0.00,0.00,12
2022-11-15,88.94,9.02,1.85,0.19,0.00,0.00,13
2022-11-08,69.98,27.24,2.41,0.37,0.00,0.00,33
2022-11-01,79.09,18.75,1.78,0.37,0.00,0.00,23
2022-10-25,81.30,16.44,1.89,0.37,0.00,0.00,21
2022-10-18,84.49,10.89,4.17,0.44,0.00,0.00,21
2022-10-11,78.68,12.09,7.56,1.54,0.14,0.00,32
2022-10-04,73.82,15.57,7.41,3.06,0.14,0.00,40
2022-09-27,69.23,17.83,9.11,3.70,0.14,0.00,48
2022-09-20,52.08,29.27,11.29,7.10,0.27,0.00,74
2022-09-13,49.45,30.47,11.83,7.76,0.49,0.00,79
2022-09-06,42.74,37.40,10.64,8.74,0.49,0.00,87
2022-08-30,40.91,35.33,12.75,9.02,1.98,0.00,96
2022-08-23,49.73,27.69,12.38,7.71,2.48,0.00,86
2022-08-16,49.35,28.82,12.13,7.22,2.48,0.00,85
2022-08-09,50.09,31.11,13.04,4.61,1.15,0.00,76
2022-08-02,51.08,25.55,18.01,5.36,0.00,0.00,78
2022-07-26,50.54,28.39,18.28,2.80,0.00,0.00,73
2022-07-19,52.72,24.86,21.21,1.21,0.00,0.00,71
2022-07-12,53.08,26.50,19.42,1.00,0.00,0.00,68
2022-07-05,63.52,23.68,12.80,0.00,0.00,0.00,49
2022-06-28,70.69,21.85,7.46,0.00,0.00,0.00,37
2022-06-21,82.62,15.00,2.38,0.00,0.00,0.00,20
2022-06-14,86.69,10.93,2.38,0.00,0.00,0.00,16
2022-06-07,85.65,12.12,2.23,0.00,0.00,0.00,17
2022-05-31,88.12,9.18,2.70,0.00,0.00,0.00,15
2022-05-24,84.88,12.88,2.24,0.00,0.00,0.00,17
2022-05-17,85.14,13.74,1.12,0.00,0.00,0.00,16
2022-05-10,91.93,6.81,1.26,0.00,0.00,0.00,9
2022-05-03,81.74,16.90,1.36,0.00,0.00,0.00,20
2022-04-26,81.37,17.40,1.24,0.00,0.00,0.00,20
2022-04-19,81.37,17.40,1.24,0.00,0.00,0.00,20
2022-04-12,78.58,19.30,1.45,0.67,0.00,0.00,24
2022-04-05,67.03,29.46,2.84,0.67,0.00,0.00,37
2022-03-29,71.90,24.96,2.46,0.67,0.00,0.00,32
2022-03-22,70.79,26.08,2.46,0.67,0.00,0.00,33
2022-03-15,73.37,23.85,2.10,0.67,0.00,0.00,30
2022-03-08,74.28,22.10,2.78,0.85,0.00,0.00,30
2022-03-01,82.27,15.69,1.19,0.85,0.00,0.00,21
2022-02-22,82.28,15.69,1.19,0.85,0.00,0.00,21
2022-02-15,82.28,15.69,1.19,0.85,0.00,0.00,21
2022-02-08,81.36,16.60,1.19,0.85,0.00,0.00,22
2022-02-01,81.59,16.37,1.19,0.85,0.00,0.00,21
2022-01-25,89.35,8.61,1.19,0.85,0.00,0.00,14
2022-01-18,87.46,10.50,1.19,0.85,0.00,0.00,15
2022-01-11,86.89,11.07,1.19,0.85,0.00,0.00,16
2022-01-04,84.91,12.92,1.32,0.85,0.00,0.00,18
2021-12-28,77.53,19.05,2.57,0.85,0.00,0.00,27
2021-12-21,77.53,20.18,1.44,0.85,0.00,0.00,26
2021-12-14,82.68,15.28,1.19,0.85,0.00,0.00,20
2021-12-07,88.83,9.13,1.19,0.85,0.00,0.00,14
2021-11-30,90.30,7.66,1.19,0.85,0.00,0.00,13
2021-11-23,91.59,6.37,1.19,0.85,0.00,0.00,11
2021-11-16,91.89,6.07,1.19,0.85,0.00,0.00,11
2021-11-09,92.03,5.93,1.19,0.85,0.00,0.00,11
2021-11-02,92.54,5.42,0.97,1.07,0.00,0.00,11
2021-10-26,86.61,10.46,1.87,1.07,0.00,0.00,17
2021-10-19,86.61,10.46,1.87,1.07,0.00,0.00,17
2021-10-12,85.54,11.45,1.94,1.07,0.00,0.00,19
2021-10-05,89.75,7.24,2.21,0.80,0.00,0.00,14
2021-09-28,90.30,6.56,2.35,0.80,0.00,0.00,14
2021-09-21,86.21,7.97,5.03,0.80,0.00,0.00,20
2021-09-14,85.14,8.77,5.29,0.80,0.00,0.00,22
2021-09-07,83.08,6.43,9.00,1.50,0.00,0.00,29
2021-08-31,77.08,10.79,10.60,1.54,0.00,0.00,37
2021-08-24,77.36,12.05,9.05,1.54,0.00,0.00,35
2021-08-17,69.78,19.09,9.63,1.50,0.00,0.00,43
2021-08-10,69.18,19.69,9.63,1.50,0.00,0.00,43
2021-08-03,72.40,18.02,8.09,1.50,0.00,0.00,39
2021-07-27,77.06,14.26,7.31,1.38,0.00,0.00,33
2021-07-20,77.09,11.77,9.57,1.58,0.00,0.00,36
2021-07-13,69.89,17.26,11.38,1.47,0.00,0.00,44
2021-07-06,60.40,18.58,17.51,3.51,0.00,0.00,64
2021-06-29,58.59,21.37,16.53,3.51,0.00,0.00,65
2021-06-22,58.57,21.98,18.34,1.11,0.00,0.00,62
2021-06-15,59.01,27.15,13.84,0.00,0.00,0.00,55
2021-06-08,56.12,34.56,9.32,0.00,0.00,0.00,53
2021-06-01,59.73,37.44,2.83,0.00,0.00,0.00,43
2021-05-25,52.41,44.75,2.83,0.00,0.00,0.00,50
2021-05-18,73.46,24.50,2.05,0.00,0.00,0.00,29
2021-05-11,74.62,23.33,2.05,0.00,0.00,0.00,27
2021-05-04,42.83,48.11,9.06,0.00,0.00,0.00,66
2021-04-27,45.90,40.56,13.54,0.00,0.00,0.00,68
2021-04-20,51.74,33.16,15.10,0.00,0.00,0.00,63
2021-04-13,52.26,32.64,15.10,0.00,0.00,0.00,63
2021-04-06,59.87,29.86,10.27,0.00,0.00,0.00,50
2021-03-30,62.96,28.35,8.69,0.00,0.00,0.00,46
2021-03-23,70.01,25.25,4.74,0.00,0.00,0.00,35
2021-03-16,74.47,21.63,3.90,0.00,0.00,0.00,29
2021-03-09,76.22,19.88,3.90,0.00,0.00,0.00,28
2021-03-02,81.84,14.26,3.90,0.00,0.00,0.00,22
2021-02-23,81.84,14.26,3.90,0.00,0.00,0.00,22
2021-02-16,81.84,14.26,3.90,0.00,0.00,0.00,22
2021-02-09,81.84,14.26,3.90,0.00,0.00,0.00,22
2021-02-02,81.51,13.89,4.60,0.00,0.00,0.00,23
2021-01-26,79.64,15.75,4.60,0.00,0.00,0.00,25
2021-01-19,79.16,17.00,3.83,0.00,0.00,0.00,25
2021-01-12,78.69,17.48,3.83,0.00,0.00,0.00,25
2021-01-05,79.50,16.87,3.63,0.00,0.00,0.00,24
2020-12-29,77.60,18.77,3.63,0.00,0.00,0.00,26
2020-12-22,60.32,22.80,16.88,0.00,0.00,0.00,57
2020-12-15,60.32,22.80,16.44,0.44,0.00,0.00,57
2020-12-08,54.23,31.02,14.31,0.44,0.00,0.00,61
2020-12-01,45.91,33.02,19.34,1.30,0.43,0.00,77
2020-11-24,43.80,22.80,29.35,3.29,0.75,0.00,94
2020-11-17,40.62,25.35,29.52,3.76,0.75,0.00,99
2020-11-10,38.58,23.95,31.26,5.63,0.59,0.00,106
2020-11-03,38.85,24.04,30.90,5.63,0.59,0.00,105
2020-10-27,28.93,23.91,36.25,8.92,1.99,0.00,131
2020-10-20,29.24,20.72,39.37,8.67,1.99,0.00,133
2020-10-13,32.77,17.90,24.78,18.73,5.82,0.00,147
2020-10-06,32.77,17.90,22.09,21.42,5.82,0.00,150
2020-09-29,29.84,24.85,19.05,22.37,3.89,0.00,146
2020-09-22,42.13,21.20,14.76,19.21,2.70,0.00,119
2020-09-15,46.63,19.00,19.10,13.96,1.31,0.00,104
2020-09-08,47.86,20.17,21.98,9.99,0.00,0.00,94
2020-09-01,46.06,26.00,18.72,9.23,0.00,0.00,91
2020-08-25,39.82,23.01,27.46,9.71,0.00,0.00,107
2020-08-18,42.63,22.68,25.33,9.36,0.00,0.00,101
2020-08-11,42.88,29.59,25.06,2.47,0.00,0.00,87
2020-08-04,35.17,35.49,27.62,1.72,0.00,0.00,96
2020-07-28,28.93,42.43,26.93,1.72,0.00,0.00,101
2020-07-21,30.12,43.88,24.28,1.72,0.00,0.00,98
2020-07-14,32.42,42.98,22.89,1.71,0.00,0.00,94
2020-07-07,22.54,51.38,24.07,2.01,0.00,0.00,106
2020-06-30,54.44,31.33,14.23,0.00,0.00,0.00,60
2020-06-23,57.79,26.06,16.16,0.00,0.00,0.00,58
2020-06-16,64.36,35.64,0.00,0.00,0.00,0.00,36
2020-06-09,69.05,30.95,0.00,0.00,0.00,0.00,31
2020-06-02,91.24,8.76,0.00,0.00,0.00,0.00,9
2020-05-26,94.65,5.35,0.00,0.00,0.00,0.00,5
2020-05-19,96.64,3.36,0.00,0.00,0.00,0.00,3
2020-05-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-05-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-04-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-04-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-04-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-04-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-03-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-03-24,96.78,3.22,0.00,0.00,0.00,0.00,3
2020-03-17,93.92,6.08,0.00,0.00,0.00,0.00,6
2020-03-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-03-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-02-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-02-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-02-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2020-02-04,98.49,1.51,0.00,0.00,0.00,0.00,2
2020-01-28,98.49,1.51,0.00,0.00,0.00,0.00,2
2020-01-21,97.64,2.36,0.00,0.00,0.00,0.00,2
2020-01-14,99.38,0.62,0.00,0.00,0.00,0.00,1
2020-01-07,99.61,0.39,0.00,0.00,0.00,0.00,0
2019-12-31,99.61,0.39,0.00,0.00,0.00,0.00,0
2019-12-24,99.61,0.39,0.00,0.00,0.00,0.00,0
2019-12-17,99.61,0.39,0.00,0.00,0.00,0.00,0
2019-12-10,98.56,1.44,0.00,0.00,0.00,0.00,1
2019-12-03,98.03,1.97,0.00,0.00,0.00,0.00,2
2019-11-26,97.69,2.31,0.00,0.00,0.00,0.00,2
2019-11-19,97.17,2.83,0.00,0.00,0.00,0.00,3
2019-11-12,97.15,2.85,0.00,0.00,0.00,0.00,3
2019-11-05,94.75,5.25,0.00,0.00,0.00,0.00,5
2019-10-29,70.13,29.87,0.00,0.00,0.00,0.00,30
2019-10-22,61.81,31.05,7.14,0.00,0.00,0.00,45
2019-10-15,49.89,38.55,7.90,3.66,0.00,0.00,65
2019-10-08,56.33,33.57,8.81,1.29,0.00,0.00,55
2019-10-01,48.73,42.78,6.26,2.23,0.00,0.00,62
2019-09-24,49.67,43.36,6.98,0.00,0.00,0.00,57
2019-09-17,78.15,21.34,0.51,0.00,0.00,0.00,22
2019-09-10,91.02,8.74,0.24,0.00,0.00,0.00,9
2019-09-03,93.30,6.70,0.00,0.00,0.00,0.00,7
2019-08-27,86.29,13.71,0.00,0.00,0.00,0.00,14
2019-08-20,92.61,7.39,0.00,0.00,0.00,0.00,7
2019-08-13,93.77,6.23,0.00,0.00,0.00,0.00,6
2019-08-06,97.25,2.75,0.00,0.00,0.00,0.00,3
2019-07-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-07-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-07-16,98.84,1.16,0.00,0.00,0.00,0.00,1
2019-07-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-07-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-06-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-06-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-06-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-06-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-05-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-05-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-05-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-05-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-04-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-04-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-04-16,99.54,0.46,0.00,0.00,0.00,0.00,0
2019-04-09,97.20,2.80,0.00,0.00,0.00,0.00,3
2019-04-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-03-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-03-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-03-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-03-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-02-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-02-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-02-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-02-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-01-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-01-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2019-01-15,98.56,1.44,0.00,0.00,0.00,0.00,1
2019-01-08,98.55,1.45,0.00,0.00,0.00,0.00,1
2019-01-01,97.28,2.72,0.00,0.00,0.00,0.00,3
2018-12-25,95.85,4.15,0.00,0.00,0.00,0.00,4
2018-12-18,95.85,4.15,0.00,0.00,0.00,0.00,4
2018-12-11,95.85,4.15,0.00,0.00,0.00,0.00,4
2018-12-04,95.85,4.15,0.00,0.00,0.00,0.00,4
2018-11-27,95.72,4.28,0.00,0.00,0.00,0.00,4
